किं सः अस्य उपदेशस्य पालनं कृतवान् ?	இந்த அறிவுரையை அவர் கடைப்பிடித்தாரா?
यदि नहि, तर्हि कथावाचकतः श्रुतस्य वाक्यस्य सः किं फलं प्राप्तवान् ?	இல்லையென்றால், கதைசொல்லியிடம் கேட்ட அறிக்கையால் அவர் என்ன முடிவு பெற்றார்?
किं हरिकथाश्रवणं निरर्थकं भवति ?	ஹரியின் கதைகளைக் கேட்டு பயனில்லையா?
इयं कथा किं शिक्षयति ?	இந்தக் கதை என்ன கற்பிக்கிறது?
दासस्य स्वातन्त्र्यसुखं नहि	ஒரு அடிமைக்கு சுதந்திரத்தில் மகிழ்ச்சி இல்லை.
अपेक्षा येन संलग्नाः, जगद्दासः सदा हि सः। दासः स्वतन्त्रतासौख्यं, नैव भुङ्क्ते कदाचन॥	எவனுடைய எதிர்பார்ப்புகள் [ஏதாவது ஒன்றின் மீது] இணைக்கப்பட்டிருக்கிறதோ, அவன் எப்போதும் உலகத்தின் அடிமை. ஒரு அடிமை சுதந்திரத்தின் மகிழ்ச்சியை அனுபவிப்பதில்லை.
उज्जयिन्याम् एकः नरपतिः आसीत्।	உஜ்ஜயினியில் ஒரு அரசன் (நரபதி) இருந்தான்.
तस्य सर्वविधाम् अपि सुखसम्पत्तिं सन्तानाभावः नीरसां करोति स्म।	அவருடைய சந்ததியினர் இல்லாததால் எல்லாவிதமான செழிப்பையும் மகிழ்ச்சியையும் (*சுகசம்பட்டி*) சுவையற்றதாக ஆக்கியது.
मत्तः पश्चात् मम पितृभ्यः पिण्डदानं कः करिष्यति?'	எனக்குப் பிறகு, என் பிதாக்களுக்கு *பிண்டா* (அரிசி உருண்டை பிரசாதம்) யார் வழங்குவார்கள்?
इयं चिन्ता तं प्रतिक्षणं बाधते स्म।	இந்த எண்ணம் அவரை ஒவ்வொரு கணமும் வேதனைப்படுத்தியது.
एकदा कश्चित् सिद्धपुरुषः तस्यान्तिकम् आयातः।	ஒருமுறை, ஒரு குறிப்பிட்ட திறமையான மனிதர் அவள் அருகில் வந்தார்.
राजा तं महत्या श्रद्धया अर्चितवान् पूजितवान् च।	ராஜா அவரை மிகுந்த நம்பிக்கையுடன் (ஸ்ரத்தா) கௌரவித்து வணங்கினார்.
राज्ञः सेवया सन्तुष्टः सिद्धपुरुषः राज्ञे सन्तानसुखम् अचिरात् एव उपभोक्तुम् आत्मीयम् आशीर्वादं दत्तवान्।	மன்னரின் சேவையால் மகிழ்ச்சியடைந்த அந்தச் சாதனையாளர், சந்ததியின் மகிழ்ச்சியை விரைவில் அனுபவிக்க ராஜாவுக்கு ஆசி வழங்கினார்.
ततः यथासमयं लब्धसन्तानः राजा सिद्धपुरुषस्य कुटीरं प्राप्तः।	பின்னர், சரியான நேரம் வந்ததும், சந்ததியைப் பெற்று, மன்னன் சாதனை படைத்த மனிதனின் ( *சித்தபுருஷ*) துறவறத்தை வந்தடைந்தான்.
तस्य अग्रे कोटिशः सुवर्णमुद्राः मिष्टान्नानि फलानि च निधाय तत्सर्वं स्वीकर्तुं प्रार्थितवान्।	லட்சக்கணக்கான பொற்காசுகள், இனிப்புகள் மற்றும் பழங்களை அவர் முன் வைத்த அவர், அனைத்தையும் ஏற்றுக்கொள்ளும்படி கேட்டுக் கொண்டார்.
सिद्धपुरुषः एकवारं तु तत्सर्वं स्वीकृतवान्, राज्ञे च प्रसादररूपे शुष्करोटिकाखण्डं खादितुं दत्तवान्।	முழுமையடைந்த மனிதன் அதையெல்லாம் ஒருமுறை ஏற்றுக்கொண்டான், அவன் சாப்பிடுவதற்கு ஒரு காய்ந்த ரொட்டியை அரசனுக்குக் கொடுத்தான்.
किन्तु रोटिकाखण्डः राज्ञः गले एव अवरुद्धः।	ஆனால் ரொட்டி துண்டு ராஜாவின் தொண்டையில் சிக்கியது.
"राजा निवेदितवान्- ""महाराज! अयं रोटिकाखण्डः तु मम कण्ठतः नीचैः अवतरति एव नहि।"""	"ராஜா சமர்ப்பித்தார்: ""பெரிய ராஜா! இந்த ரொட்டி துண்டு என் தொண்டைக்கு கீழே இறங்கவில்லை."""
"सिद्धपुरुषः प्रत्यब्रवीत् - ""मम अपि तव इदं धनम् अनुकूलं न अस्ति। उत्थाप्य इदं सर्वं निर्गच्छ।"""	"அந்தச் சாதனையாளர் பதிலளித்தார்: ""உன்னுடைய இந்தச் செல்வம் எனக்கும் ஒத்துவரவில்லை. எழுந்து, இதையெல்லாம் எடுத்துக்கொண்டு புறப்படு."""
निराशः लज्जितः च राजा तत्सर्वं गृहीत्वा प्रतिनिवृत्तः इति।	ஏமாற்றமும் வெட்கமும் அடைந்த அரசன் அதையெல்லாம் எடுத்துக் கொண்டு திரும்பினான்.
राजानं का चिन्ता बाधते स्म ?	என்ன கவலை ராஜாவைத் தொந்தரவு செய்தது?
चिन्तायाः निराकरणं कथम् अभवत् ?	சிந்தனை நீக்கம் எப்படி ஏற்பட்டது?
निश्चिन्तः राजा कुत्र गतवान् किं च कृतवान् ?	கவலையற்ற அரசன் எங்கே போனான், என்ன செய்தான்?
सिद्धपुरुषः किम् अकरोत् ?	முழுமையடைந்தவர் என்ன செய்தார்?
स्वतन्त्रतासौख्यं कः न भुङ्क्ते ?	சுதந்திரத்தின் மகிழ்ச்சியை அனுபவிக்காதவர் யார்?
निर्जीवः कस्य सम्बन्धी?	உயிரற்றது எதற்குச் சொந்தமானது?
यावत् प्राणाः शरीरेऽस्मिन् सम्बन्धस्तावदेव हि। निष्प्राणो न पतिः पत्नी, पुत्रो माता पिता न च॥	உயிர் சக்திகள் (*ப்ராணா*) இந்த உடலுடன் இணைக்கப்பட்டிருக்கும் வரை, அந்த இணைப்பு நீண்ட காலம் நீடிக்கும். பிராணன் மறைந்துவிட்டால், கணவன் தன் மனைவிக்கு கணவனாகவோ, தாய்க்கு மகனாகவோ, மகனுக்கு தந்தையாகவோ இருப்பதில்லை.
एकः भारतीयः सन्यासी विदेशं प्राप्तः।	ஒரு இந்திய *சன்யாசின்* ஒரு வெளிநாட்டு நாட்டிற்கு வந்தார்.
"तत्र इतस्ततः पर्यटन् एकत्र सः श्मशाने समाधिस्थलं परिवीजयन्तीं भद्रवेषां महिलां दृष्ट्वा प्रभावितः अभवत् तां पृष्टवान् च ""अम्ब! नमस्ते। कस्य इदं समाधिस्थलम्? अनेन कीदृशः ते सम्बन्धः? यदि गोप्यं न, तर्हि मम जिज्ञासाम् इमां समाधेहि। """	"அங்கும் இங்கும் அலைந்து திரிந்த அவர், ஒரு முறை ஒரு கல்லறையில் தியானம் செய்யும் இடத்தில் ஒரு நல்ல நடத்தை கொண்ட பெண்மணியைப் பார்த்து ஈர்க்கப்பட்டார். அவர் அவளிடம், ""அம்மா, வணக்கம்! இது யாருடைய செறிவு இடம்? அதற்கும் உங்களுக்கும் என்ன சம்பந்தம்? இது ரகசியம் இல்லையென்றால், தயவுசெய்து என் ஆர்வத்தைத் திருப்திப்படுத்துங்கள்"" என்று கேட்டார்."
"सा उदतरत्- ""सन्यासिमहाराज! अत्र मे पतिदेवः चिरं निद्राति। अनेन मत्तः वचनं गृहीतम् आसीत् यत् समाधिस्थलं यावत् शुष्कं न भविता, तावत् अहं पुनर्विवाहं न करिष्यामि। तं प्रसादयितुम् एव अहम् इदं वीजयामि येन शीघ्रं शुष्यतु"""	"அவள் பதிலளித்தாள்: ""ஓ, பெரிய துறவி! இங்கே என் கணவர் நீண்ட காலமாக தூங்குகிறார். அவருடைய *சமாதி* (தியான உறிஞ்சுதல்) இடம் வறண்டு போகும் வரை நான் மறுமணம் செய்ய மாட்டேன் என்று என்னிடம் சபதம் எடுத்தார். அவரைப் பிரியப்படுத்த நான் இதை விதைக்கிறேன், அது விரைவில் காய்ந்துவிடும்."""
इति।	இவ்வாறு.
भारतीयसन्यासी विदेशश्मशाने किम् अपश्यत्?	இந்திய *சன்யாசின்* வெளிநாட்டு கல்லறையில் என்ன பார்த்தார்?
सः महिलां किं पृष्टवान्?	அந்தப் பெண்ணிடம் என்ன கேட்டார்?
महिला तस्मै किम् उत्तरं दत्तवती?	அந்தப் பெண் அவனுக்கு என்ன பதில் சொன்னாள்?
उत्तरेण सन्यासिनः मनःस्थितिः का अभवत्?	பதில் மூலம் *சன்யாசின்* மனநிலை என்ன?
अनया कथया कः सन्देशः मिलति?	இந்தக் கதையிலிருந்து என்ன செய்தி கிடைக்கிறது?
साधुस्वभावः	நல்ல இயல்பு
साधुः स्वप्रकृतेस्त्यागं, कुरुते न कदाचन। एतद् वैवश्यतस्तस्य, लाभं गृह्णाति को नहि?॥	நல்லொழுக்கமுள்ள மனிதன் தன் இயல்பை ஒருபோதும் கைவிடுவதில்லை. உண்மையில், அவரது உதவியற்ற தன்மையால், யார் பயனடைய மாட்டார்கள்?
"एकस्मिन् उपवने स्थिताः आम्रवृक्षाः परस्परं वार्तालापं कुर्वन्तः आसन् यत् ""मनुष्याः तेषां पक्वानि फलानि त्रोटयित्वा नयन्ति, परन्तु कृतज्ञतायाः एकम् अपि शब्दं तान् प्रति नैव कथयन्ति। अहो! तेषाम् इमां कृतघ्नतां धिक् धिक्!"""	"ஒரு குறிப்பிட்ட தோட்டத்தில், மா மரங்கள் நின்றுகொண்டு, ""மனிதர்கள் தங்கள் பழுத்த பழங்களைப் பறித்து எடுத்துச் செல்கிறார்கள், ஆனால் அவர்கள் ஒரு நன்றியுணர்வைக் கூட அவர்களுக்குச் சொல்வதில்லை. ஐயோ! பாவம், அவர்களின் நன்றியின்மையின் மீது பாவம்!"" என்று பேசிக் கொண்டிருந்தனர்."
"वृक्षाणां समीपतः निःसरन् कश्चित् पथिकः तेषां इमां वार्तां श्रुतवान्, किञ्चित् तत्र स्थित्वा च तान् अब्रवीत्- ""अस्मिन् भवद्‌भ्यः कृतज्ञतायाः प्रकाशनस्य का वार्ता? भवतां स्वभावः फलोत्पादनम्। तद् भवद्भिः क्रियते, करिष्यते अपि च एव। इयं भवदीया विवशता। पुनः विवशतायाः लाभं कः न गृह्णाति?"""	"மரங்களுக்கு அருகிலிருந்து வந்த ஒரு பயணி, அவர்களின் இந்த உரையாடலைக் கேட்டு, சிறிது நேரம் அங்கேயே நின்று அவர்களிடம் கூறினார்: ""இந்த விஷயத்தில் நன்றியைத் தெரிவிப்பதன் அர்த்தம் என்ன? பழம் விளைவிப்பது உங்கள் இயல்பு. அது உங்களால் செய்யப்படுகிறது, அப்படியே செய்யப்படும். இது உங்கள் இயலாமை, உதவியற்ற தன்மையை யார் பயன்படுத்துவதில்லை?"""
