अन्यस्य अनिष्टं कर्तुम् इच्छुकः जनः कस्य उपेक्षां करोति?	யாருடைய நல்வாழ்வைத் துன்புறுத்த விரும்புபவன் மற்றொருவனை அலட்சியப்படுத்துகிறான்?
इयं कथा किं शिक्षयति?	இந்தக் கதை என்ன கற்பிக்கிறது?
संस्कृतेन संस्कारसम्पन्नता	சமஸ்கிருதம் மூலம், செம்மை அடைதல்.
संस्कृतं यो विजानाति, संस्कृतः स हि देवराट्। संस्कृतं यो न जानाति, संस्कृतः स कथं भवेत्?॥	சமஸ்கிருதம் அறிந்தவர் உண்மையிலேயே கடவுள்களின் அரசர் (தேவர்). சமஸ்கிருதம் தெரியாதவன், எப்படிச் செம்மைப்படுத்த முடியும் (சம்ஸ்கிருதம்)?
मम एकः दूरस्थः सम्बन्धी कार्यवशात् यदा जयपुरे आयातः, तदा माम् अपि द्रष्टुं गृहे उपस्थितः।	ஒருமுறை, என்னுடைய தூரத்து உறவினர் ஒருவர் ஏதோ வேலைக்காக ஜெய்ப்பூருக்கு வந்தபோது,   அவரும் என்னைப் பார்க்க என் வீட்டுக்கு வந்தார்.
अहं तं स्वकक्षे उपावेशयम्।	நான் அவரை என் மடியில் அமர வைத்தேன்.
मम पुत्रः तदा विद्यालयतः आगतः एव आसीत्।	அப்போது என் மகன் பள்ளியிலிருந்து வந்திருந்தான்.
सः इमम् अपूर्वदृष्टम् अपि सम्बन्धिनं सचरणस्पर्शम् अभ्यवन्दत।	அவர் இந்த உறவினரை வணங்கினார், இருப்பினும் அவரது தோற்றம் முன்னோடியில்லாதது, அவரது கால்களைத் தொட்டு.
तस्य अनेन व्यवहारेण सन्तुष्टः सः स्वीयम् आशीर्वादं दत्त्वा विश्रमितुं पुत्रं प्रेषितवान्।	இந்த நடத்தையால் அவர் மகிழ்ச்சியடைந்தார், அவர் தனது சொந்த ஆசீர்வாதத்தை அளித்து தனது மகனை ஓய்வெடுக்க அனுப்பினார்.
"पुनः मम पुत्रेण सह स्वपुत्रस्य तुलनां कुर्वन् सः मां पृष्टवान् ""बन्धुवर! बालम् इमं भवान् कुत्र पाठयति? तत्र तु उत्तमाः संस्काराः दीयन्ते"""	"பிறகு, அவருடைய மகனை என் மகனுடன் ஒப்பிட்டு, அவர் என்னிடம் கேட்டார், ""ஓ சிறந்த நண்பர்களே! இந்த பையனுக்கு நீங்கள் எங்கே கற்பிக்கிறீர்கள்? நிச்சயமாக சிறந்த சம்ஸ்காரங்கள் (கலாச்சார மதிப்புகள், மனப் பதிவுகள்) கொடுக்கப்படுகின்றன."""
।	[திபெத்தியர் காணவில்லை. கீழே உள்ள குறிப்பைப் பார்க்கவும்.]
"अहम् उदतरम् ""महाशय! अहं संस्कृतज्ञः अस्मि। संस्कृतविद्यालये एव पाठयामि। संस्कृतभाषायाः सम्पर्के आगन्तुकः किं न संस्कृतः अर्थात् संस्कारसम्पन्नः भवेत्?"""	"நான் பதிலளித்தேன், ""ஐயா! நான் சமஸ்கிருதம் (சம்ஸ்கிருதஞானம்) அறிந்தவன். நான் ஒரு சமஸ்கிருதப் பள்ளியில் மட்டுமே கற்பிக்கிறேன். சமஸ்கிருத மொழியுடன் தொடர்பு கொண்ட ஒரு புதியவரை ஏன் செம்மைப்படுத்தக்கூடாது, அதாவது கலாச்சாரம் (சம்ஸ்காரசம்பந்தன்)?"""
"सः अकथयत् ""अहम् अपि अधुना स्वपुत्रम् आङ्ग्लविद्यालयतः अपसार्य संस्कृतविद्यालये एव प्रवेशयिष्यामि"""	நானும், இப்போது என் மகனை ஆங்கிலப் பள்ளியில் இருந்து நீக்கிவிட்டு, சமஸ்கிருதப் பள்ளியிலேயே சேர்த்துவிடுவேன்' என்றார்.
