कञ्चित् पशुम् अनुधावन् एकः वृकः एकस्मिन् कूपे निपतितः।	ஒரு குறிப்பிட்ட ஓநாய், ஒரு விலங்கைப் பின்தொடர்ந்து, ஒரு கிணற்றில் விழுந்தது.
ततः एव सः उच्चैः उच्चैः आत्मानम् निःसारयितुम् अशब्दापयत्।	பின்னர், உண்மையில், அவர் வார்த்தையின்றி தன்னைப் பிரித்தெடுக்க மீண்டும் மீண்டும் முயன்றார்.
इतस्ततः आयान्तः यान्तः पशवः तस्य शब्दं श्रुतवन्तः, परन्तु तं स्वशत्रुं मन्वानाः न केचन अपि उदधरन्।	விலங்குகள், அங்கும் இங்கும் வந்து, அவனது சத்தத்தைக் கேட்டன, ஆனால் அவனைத் தங்களுக்கு எதிரி என்று நினைத்து அவை எதுவும் நெருங்கவில்லை.
एका छागी यदा तं शब्दापयन्तम् अशृणोत्, तदा तस्याः मनसि दया उत्पन्ना।	ஒரு ஆடு அவன் கூப்பிடுவதைக் கேட்டதும் அவள் மனதில் இரக்கம் எழுந்தது.
"सा पार्श्वतः एव एकां बृहतीं स्थूलां लताम् उत्पाट्य रज्जुवत् कूपे लम्बयित्वा वृकं कथितवती - ""बन्धो! त्वम् एताम् अवलम्ब्य उपरि आयाहि। अहम् अस्याः एकं कोणं निगृह्णामि।"""	"அவள், அருகில் இருந்து, ஒரு பெரிய, அடர்த்தியான கொடியை வேரோடு பிடுங்கி, அதை ஒரு கயிற்றில் கிணற்றில் தொங்கவிட்டு, ஓநாய்யிடம் சொன்னாள்: ""தம்பி!"
वृकः तु उपरि आगतः, परं लतां न सम्भालयन्ती छागी कूपे पादस्खलनेन न्यपतत्।	ஆனால் ஓநாய் மேலே வந்தது, ஆடு, புல்லைக் கவனிக்காமல், கால் தவறி கிணற்றில் விழுந்தது.
इदानीं सा वृकं लतां निग्रहीतुं कथितवती।	இப்போது,   அவள் ஓநாய் புல்லைப் பிடிக்கச் சொன்னாள்.
परन्तु वृकः तु तत्र आसीत् एव न।	ஆனால் ஓநாய் நிச்சயமாக இல்லை.
स्वार्थी सः तु ततः पलायितः आसीत्।	சுயநலவாதியான அவர் அங்கிருந்து தப்பியோடினார்.
अस्मिन् एव अवसरे तत्र तेन मार्गेण गच्छन् एकः पथिकः छाग्याः श्ब्दापनं श्रुत्वा तां च स्वोपयोगिनीं मत्वा कूपात् बहिर् निरसारयत्, आत्मना सह च गृहम् अनयत्।	அந்த நேரத்தில், அந்த வழியாகச் சென்ற ஒரு பயணி, ஆட்டின் சத்தம் கேட்டு, அது தனக்கு பயனுள்ளதாக இருக்கும் என்று நினைத்து, அதை கிணற்றில் இருந்து வெளியே இழுத்து, தன்னுடன் வீட்டிற்கு அழைத்துச் சென்றார்.
तत्र छागी स्वदुग्धं दत्वा स्वरक्षकस्य परिवारं प्रसन्नं रक्षितुं प्रवृत्ता परिवारस्वामी अपि तां महता प्रेम्णा पर्यपालयत् च इति।	அங்கு, ஆடு, பால் கொடுத்து, தனது பராமரிப்பாளரின் குடும்பத்தை மகிழ்ச்சியுடன் பாதுகாக்கத் தொடங்கியது. மேலும் குடும்பத் தலைவரும் அவளை அன்புடன் பெரிதும் போற்றினார்.
वृकं कूपात् पशवः किं न उदधरन् ?	விலங்குகள் ஏன் ஓநாயை கிணற்றிலிருந்து தூக்கவில்லை?
छागी वृकं किं कथं च कूपात् निःसारितवती ?	ஆடு எப்படி ஓநாயை கிணற்றிலிருந்து வெளியே இழுத்தது?
कूपात् छागीं कः निरसारयत् ?	கிணற்றில் இருந்து ஆட்டை மீட்டது யார்?
स्वार्थी कीदृशः भवति ?	சுயநலவாதியின் இயல்பு என்ன?
इयं कथा किं शिक्षयति ?	இந்தக் கதை என்ன கற்பிக்கிறது?
अन्नजलयोः मनोवाण्योः प्रभावः	உணவு மற்றும் தண்ணீரின் சக்தி, [மற்றும்] மனம் மற்றும் பேச்சு.
अन्नं जलं यथा व्यक्तिरुपभुङ्‌क्ते निरन्तरम्। तथा तस्या मनो वाणी, भवेतां नात्र संशयः॥	ஒரு நபர் உணவையும் தண்ணீரையும் தொடர்ந்து ரசிப்பது போல, அவர்களின் மனமும் பேச்சும் இருக்கும்; இதில் எந்த சந்தேகமும் இல்லை.
शरशय्यायां शयानः भीष्मपितामहः पाण्डवान् उपदिशन् आसीत्।	தாத்தா பீஷ்மர் அம்பு படுக்கையில் படுத்தபடி பாண்டவர்களுக்கு அறிவுரை கூறிக் கொண்டிருந்தார்.
तत्र द्रौपदी अपि उपस्थिता अभूत्।	அங்கே திரௌபதியும் இருந்தாள்.
एकत्र सा किञ्चित् स्मितवती।	ஓரிடத்தில் கொஞ்சம் சிரித்தாள்.
"तां हसन्तीं दृष्ट्वा पितामहः पृष्टवान्- ""पुत्रि! ते हासः कथम् उत्पन्नः?"""	"அவள் சிரிப்பதைப் பார்த்த தாத்தா கேட்டார்: ""மகளே, அந்த சிரிப்பு உனக்கு எப்படி வந்தது?"""
पूर्वं तु द्रौपदी किञ्चित् न कथितवती।	ஆனால் அதற்கு முன் திரௌபதி எதுவும் பேசவில்லை.
