साधुः तं किं कथयित्वा अभर्त्सयत्?	*சாது* என்ன சொல்லி திட்டினாரா?
भर्त्सनेन युवकः किम् अकरोत्?	திட்டிய வாலிபர் என்ன செய்தார்?
गृहस्थः युवकेन सह कीदृशं व्यवहारं कृतवान्?	அந்த இளைஞரிடம் வீட்டுக்காரர் என்ன மாதிரியான நடத்தையைக் கொண்டிருந்தார்?
सत्याः वैष्णवसन्तः किं कुर्वन्ति?	உண்மையான வைஷ்ணவ துறவிகள் என்ன செய்வார்கள்?
जीवनसारः	வாழ்க்கையின் சாரம்.
जीवनस्यैक एवास्ति, सारो भगवदाश्रयः। क्षणभङ्गुरदेहाय, तुच्छोऽस्त्यखिलसङ्ग्रहः॥	வாழ்க்கையின் சாராம்சம் ஒன்றே: இறைவனிடம் (பகவத்) அடைக்கலம். நொடிப்பொழுதில் அழிந்துபோகும் உடலுக்கு, எல்லாக் குவிப்பும் பயனற்றது.
विश्वकर्मणा वारं वारं नवनवरूपे निर्मितम् अपि सर्वसुखसुविधासम्पन्नम् अनुपमं भवनं महेन्द्राय यदा नैव अरोचत, तदा खिन्नमनाः विश्वकर्मा विष्णुम् उपगत्य समस्यासमाधानं पर्यपृच्छत्।	விஸ்வகர்மா மீண்டும் மீண்டும் மகேந்திரனுக்கு சகல சௌகரியங்களும் சௌகரியங்களும் பொருந்திய ஓர் ஒப்பற்ற அரண்மனையைக் கட்டினார், ஆனால் அது அவருக்குப் பிடிக்கவில்லை, பின்னர், விஸ்வகர்மா மனக்கலக்கத்துடன் விஷ்ணுவை அணுகி, பிரச்சினைக்குத் தீர்வு கேட்டார்.
मायापतिः तम् आश्वास्य न्यवर्तयत्।	*மாயாவின்* ஆண்டவர், அவருக்கு ஆறுதல் கூறி, அவரைத் திருப்பினார்.
"पुनः एकः वटुकः महेन्द्रम् आसाद्य तस्य भवनं प्रशंसन् पृष्टवान्- ""इदं निर्मातुं कति विश्वकर्माणः श्रमं कृतवन्तः?"""	"மீண்டும், ஒரு குறிப்பிட்ட இளம் மாணவன், மகேந்திரனை அணுகி, அவனது அரண்மனையைப் புகழ்ந்து, ""எத்தனை *விஸ்வகர்மா* (கைவினைஞர்கள்) இதைக் கட்டுவதற்கு உழைத்தார்கள்?"""
"साश्चर्यं सगर्वं च महेन्द्रः उदतरत्- ""विश्वकर्मा तु एकः एव।"""	"ஆச்சரியத்துடனும் பெருமையுடனும், மகேந்திரன் பதிலளித்தார்: ""விஸ்வகர்மா உண்மையிலேயே ஒருவரே."""
"वटुकः प्रत्यवदत्- ""न केवलं विश्वकर्मा एव, अपि तु महेन्द्रब्रह्मविष्णुमहेशाः अपि अनन्ताः सन्ति।"""	"சிறுவன் பதிலளித்தான்: ""விஸ்வகர்மா மட்டுமல்ல, மகேந்திரன், பிரம்மா, விஷ்ணு மற்றும் மகேஷும் எல்லையற்றவர்கள்."""
एवम् उक्त्वा सः उच्चैः हसितवान्।	இதைச் சொல்லிவிட்டு சத்தமாகச் சிரித்தான்.
"पुनः महेन्द्रेण हसनस्य कारणे पृष्टे सः एकं बृहत्पिपीलदलं दर्शयन् कथितवान्- ""देवराज! पश्यतु, अस्मिन् दले सर्वेऽपि पिपीलकाः प्राक्तनाः महेन्द्राः एव सन्ति। कर्मवशात् एव ते इमां योनिं प्राप्तवन्तः।"""	"மீண்டும், மகேந்திரன் சிரிப்புக்கான காரணத்தைக் கேட்டபோது,   ஒரு பெரிய எறும்பு வரிசையைக் காட்டி, ""கடவுளே! இதோ, இந்த வரிசையில், எல்லா எறும்புகளும் முன்னாள் மகேந்திரன்கள். தங்கள் *கர்மத்தின்* (செயல்கள்) பலத்தால் இந்தப் பிறவியை அடைந்தன."
अस्मिन् एव अन्तराले कश्चित् तेजस्वी जनः तत्र उपस्थितः।	அந்த இடைவெளியில், ஒரு குறிப்பிட்ட ஒளிமயமான நபர் அங்கு தோன்றினார்.
महेन्द्रः तं यथाविधि पूजितवान्।	மகேந்திரன் அவனை முறைப்படி வணங்கினான்.
तस्य शिरसि एकः वेत्रकटः वक्षसि च भूयान् लोमराशिः आसीत्।	அவரது தலையில் ஒரு கரும்பு கூடை இருந்தது, மற்றும் அவரது மார்பில் ஒரு பெரிய முடி இருந்தது.
"वटुकेन पृष्टः सः आत्मानं लोमशम् ऋषिं ब्रह्मणः द्विपरार्धान्तम् आयुष्मन्तं पर्यचाययत्, सह एव च इदम् अपि अकथयत् यत्- ""एकस्मिन् इन्द्रे गते तस्य एकं लोम उन्मूलितं भवति, आयुषः अस्थिरत्वात् तेन न विवाहः कृतः, न च निवासार्थं काचित् कुटी एव निर्मिता, शीतातपवर्षाभ्यः सुरक्षार्थं शिरसि उक्तः वेत्रकटः धार्यते। नश्वरशरीरस्य शृङ्गारार्थं किम् अनावश्यकः संग्रहः क्रियेत? सर्वथा भगवद्भक्तिः एव जीवनसारः इति मत्वा नित्यं तत्र भगवति रम्यते"""	"சிறுவனிடம் கேட்கப்பட்டது, அவர் தன்னை லோமச முனிவர் என்று அறிமுகப்படுத்திக் கொண்டார், அவரது வாழ்க்கை பிரம்மாவின் இரண்டு *பரார்தாக்கள்* வரை நீண்டுள்ளது. மேலும் அவர் கூறியது: ""இந்திரன் மறைந்தால் அவனுடைய ஒரு முடி வேரோடு பிடுங்கப்படுகிறது. வாழ்வின் நிலையாமையால் அவன் திருமணம் செய்து கொள்ளவில்லை, குடியிருக்கவில்லை வாழ்க்கையில், அவர் எப்போதும் அந்த இறைவனில் மகிழ்ச்சியடைகிறார்."""
इति उक्त्वा निर्गते ऋषौ वटुकः अपि निरगच्छत्।	முனிவர் இப்படிச் சொல்லிவிட்டு வெளியே சென்றதும், பிரம்மச்சாரியும் வெளியே சென்றார்.
ततः ऋषिवचनं भूयो भूयः चिन्तयन् मन्यमानः  च महेन्द्रः अपि विरक्तः भूत्वा प्रासादनिर्माणं व्यरमयत् विश्वकर्माणम् च दानमानादिना परितोष्य व्यसृजत् इति।	அதன்பிறகு, மகேந்திரன், ஷியின் வார்த்தைகளை மீண்டும் மீண்டும் சிந்தித்துப் பார்த்து, மேலும் பிரிந்து, அரண்மனையின் கட்டுமானத்தை நிறுத்தி, பரிசுகள், மரியாதைகள் போன்றவற்றால் விஸ்வகர்மனை முழுமையாக திருப்திப்படுத்தியதால், அவரை வெளியேற்றினார்.
विश्वकर्मा विष्णुं किं अपृच्छत् ?	விஸ்வகர்மா விஷ்ணுவிடம் என்ன கேட்டார்?
वटुके महेन्द्रे च कीदृशं प्रश्नोत्तरम् अभवत् ?	வடுகாவிற்கும் மகேந்திரனுக்கும் இடையே என்ன வகையான கேள்வி மற்றும் பதில் (பிரஷ்ணோத்தரம்) நடந்தது?
लोमशः आत्मानं कस्मिन् रूपे पर्यचाययत् ?	லோமாஷா எந்த வடிவத்தில் தன்னை அறிமுகப்படுத்திக் கொண்டார்?
अस्य महेन्द्रे कीदृशः प्रभावः अभवत् ?	இந்த மகேந்திரனுக்கு என்ன சக்தி இருந்தது?
जीवनस्य सारः कस्मिन् अस्ति ?	வாழ்க்கையின் சாராம்சம் என்ன?
प्रासादाः पथिकगृहाणि	அரண்மனைகள் மற்றும் பயணிகள் தங்கும் இடங்கள்.
महामहान्तः प्रासादाः, यात्रिविश्रामभूमयः। यत्राऽऽयान्ति ततो यान्ति, न तिष्ठन्ति जनाः स्थिराः॥	பெரிய மற்றும் பிரமாண்டமான அரண்மனைகள், பயணிகள் ஓய்வெடுக்கும் இடங்கள், மக்கள் வந்து செல்லும் இடங்கள், ஆனால் நிரந்தரமாக தங்குவதில்லை.
राजसभायां विराजमानः महाराजः यदा अशृणोत् यत् कश्चित् तत्र आयातुम् इच्छति, परन्तु द्वारपालः तं निषेधति तदा द्वयोः विवादं श्रुत्वा महाराजः द्वारपालं तं जनम् उपस्थापयितुम् आदिष्टवान्।	அரச சபையில் (ராஜசபா) அமர்ந்திருந்த பெரிய ராஜா, யாரோ ஒருவர் அங்கு வர விரும்புவதாகக் கேள்விப்பட்டபோது,   கதவுக் காவலர் (துவாரபாலன்) அவரைத் தடுக்கிறார், பின்னர், இருவருக்கும் இடையே ஏற்பட்ட தகராறைக் கேட்ட பெரிய ராஜா, அந்த நபரை வரவழைக்கும்படி கதவுக் காவலருக்கு உத்தரவிட்டார்.
