इति अवगत्य अत्यन्तं पश्चात्तपन्तौ तत्र एव पुरोहितस्य एकस्य साहाय्येन तस्य सर्वम् अपि और्ध्वदैहिकं कर्म यथाविधि सम्पादितवन्तौ।	இதைப் புரிந்துகொண்டு, மிகவும் மனந்திரும்பி, ஒரு குறிப்பிட்ட புரோகிதரின் உதவியுடன், அவர்கள் அங்குள்ள முறைப்படி அவரது இறுதிச் சடங்குகளை (அர்த்வாடைக கர்மா) செய்தார்கள்.
तत्र तत्रत्याः सर्वेऽपि तस्य सहचराः भिक्षुकाः सम्मिलिताः अजायन्त इति।	அங்கு, அவரது தோழர்கள், துறவிகள் அனைவரும் ஒன்று கூடினர்.
सुरेशः गृहत्यागं किम् अकरोत् ?	சுரேஷா ஏன் இல்லற வாழ்க்கையைத் துறந்தார்?
तस्य पत्रं प्राप्य तस्य पत्नी पुत्रः च किम् अकुरुताम् ?	அவருடைய கடிதத்தைப் பெற்றுக் கொண்ட அவரது மனைவியும் மகனும் என்ன செய்தார்கள்?
माता पुत्रः च सुरेशं कुत्र प्राप्तवन्तौ ?	தாயும் மகனும் சுரேஷாவை எங்கே கண்டுபிடித்தார்கள்?
सुरेशः निष्प्राणः किम् उच्चारयन् अभवत् ?	சுரேஷா உயிரற்ற நிலையில் என்ன சொன்னார்?
इच्छाः कीदृश्यः भवन्ति ?	என்ன மாதிரியான ஆசைகள் உள்ளன?
सतीसाध्वीचमत्कारः	நல்லொழுக்கமும் கற்புமான பெண்ணின் அதிசயம்.
सती साध्वी स्वशीलेन, रक्षिता भवति स्वयम्। अन्यांश्चापि दयायुक्ता, जगन्मातेव रक्षति॥	நல்லொழுக்கமும் கற்புமான பெண், தன் நடத்தையால் தன்னைப் பாதுகாத்துக் கொள்கிறாள். மேலும் பிறர் மீது இரக்கம் நிறைந்து, உலகத்தின் தாயைப் போல் [அவர்களை] பாதுகாக்கிறாள்.
उपवने विचरणं कुर्वन् राजकुमारः एकेन विषधरेण दष्टः अभूत्।	தோட்டத்தில் அலைந்து கொண்டிருந்த இளவரசரை விஷப்பாம்பு கடித்துள்ளது.
अचेतनं तं तस्य सहचराः राज्ञे निवेदितवन्तः।	அவர் சுயநினைவின்றி இருப்பதை அவரது தோழர்கள் ராஜாவிடம் தெரிவித்தனர்.
सम्पूर्णे राजपरिवारे शोकः आच्छन्नः।	முழு அரச குடும்பத்தையும் சோகத்தில் மூழ்கடித்தது.
एकमात्रं सः एव राज्ञः प्रियतमः उत्तराधिकारी आसीत्।	அவர் மன்னரின் ஒரே, மற்றும் மிகவும் பிரியமான, வாரிசு.
