पुनः गच्छता समयेन दुर्दैवतः सः तथा दरिद्रः अभवत् यत् शुष्करोटीम् अपि सः क्षुधाशान्त्यै अन्तरात्मना स्पृहयति स्म।	சிறிது நேரம் கழித்து, துரதிர்ஷ்டம் காரணமாக, அவர் மிகவும் ஏழையாகிவிட்டார், அவர் தனது பசியைத் தணிக்க ஒரு உலர்ந்த ரொட்டியைக் கூட உள்நோக்கி ஏங்கினார்.
एकदा ताम् एव रोटीं कश्चित् कुक्कुरः कुतश्चित् अन्विष्य पलायमानः आसीत्।	ஒருமுறை, ஒரு குறிப்பிட்ட நாய், அந்த ரொட்டியைத் தேடி, எங்கிருந்தோ ஓடிக்கொண்டிருந்தது.
दरिद्रीभूतः सः सम्पन्नः जनः तां रोटीं कुक्कुरतः आच्छेत्तुं तं कुक्कुरम् अनुपलायितः।	ஏழ்மையில் இருந்த அந்த செல்வந்தர் நாயின் ரொட்டியைப் பறிப்பதற்காக நாயை விரட்டவில்லை.
तं तथा पलायमानं दृष्ट्वा साधारणः जनः स्वगृहे आनयत्, उदरपूरं च भोजनं कारयित्वा सामान्यशुष्करोटिकायाः अपि महत्त्वम् अबोधयत् इिति।	அவர் அப்படித் தப்பி ஓடுவதைப் பார்த்த ஒரு சாதாரண நபர் அவரைத் தனது சொந்த வீட்டிற்கு அழைத்து வந்து, அவரை நிரம்பச் சாப்பிட்ட பிறகு, ஒரு எளிய, உலர்ந்த ரொட்டியின் முக்கியத்துவத்தை அவருக்குப் புரிய வைத்தார்.
सम्पन्नः स्वजन्मदिने किं करोति स्म?	நிறைவாக பிறந்தநாள் அன்று என்ன செய்தார்?
साधारणः जनः स्वजन्मदिने सम्पन्नजनाय किम् अददात्?	சாதாரண மனிதன் தன் பிறந்தநாளில் செல்வந்தனுக்கு என்ன கொடுத்தான்?
अस्य प्रतिक्रियां सम्पन्नः जनः कथं प्रकटाम् अकरोत्?	எதிர் நடவடிக்கையை முடித்தவர் இதை எப்படி வெளிப்படுத்தினார்?
पुनः गच्छता कालेन सम्पन्नस्य जनस्य कीदृशी दशा अभवत्?	மீண்டும், காலப்போக்கில், வளமான மனிதனின் நிலை என்ன?
इयं कथा कां शिक्षां ददाति?	இந்தக் கதை என்ன பாடம் கற்பிக்கிறது?
सफलं कस्य जीवनम्	யாருடைய வாழ்க்கை பலனளிக்கிறது?
स्वस्मै जीवति सर्वोऽपि, तत्र कास्ति विशेषता? । परस्मै यस्य सर्वस्वं, सफलं तस्य जीवनम् ॥	ஒவ்வொருவரும் தனக்காகவே வாழ்கிறார்கள், இதில் என்ன விசேஷம்? எவருடைய அனைத்தும் பிறருக்குச் சொந்தமோ, அவர்களின் வாழ்வு பலனளிக்கும்.
आसीत् एकः तपस्वी।	ஒரே ஒரு துறவி இருந்தார்.
सः कठोरं तपः करोति स्म।	அவர் கடுமையான துறவறம் செய்தார்.
किन्तु पुनरपि तस्मै भगवान्‌ स्वदर्शनं नैव दत्तवान्।	ஆனால் மீண்டும், ஆசீர்வதிக்கப்பட்டவர் அவருக்கு பார்வையாளர்களை வழங்கவில்லை.
"अनेन असन्तुष्टः सः सदा प्रार्थयते स्म- ""भगवन्! कमपि तं साधुपुरुषं दर्शय, यस्य सङ्गत्या अहं तव दर्शनं प्राप्तुं शक्नुयाम्।"""	"இதனால் அதிருப்தி அடைந்து, அவர் எப்போதும் பிரார்த்தனை செய்தார்: ""ஓ ஆசீர்வதிக்கப்பட்டவரே! ஒரு புனிதமான மனிதரை எனக்குக் காட்டுங்கள், யாருடைய சங்கத்தினால் நான் உமது தரிசனத்தை (தர்சனம்) அடைய முடியும்."""
तस्य इमां प्रार्थनाम् आकर्ण्य एकस्यां रात्रौ स्वदूतं भगवान् तस्य समीपे प्रेषितवान्।	அவருடைய இந்த வேண்டுகோளைக் கேட்ட ஆசீர்வதிக்கப்பட்டவர், ஒரு இரவில் அவரிடம் தனது சொந்த தூதரை அனுப்பினார்.
"सः दूतः स्वप्ने तम् अकथयत्- ""तपस्विन्! गच्छ, तं भिक्षुकं मिल। सः तव मनोरथं पूरयिष्यति।"""	"அந்த தூதர் அவரிடம் கனவில் கூறினார்: ""சந்நியாசி! சென்று, அந்த *பிக்ஷை* (துறவி) சந்திக்கவும். அவர் உங்கள் விருப்பத்தை (*மனோரதா*) நிறைவேற்றுவார்."""
अनेन तपस्विनः निद्रा उच्चटिता।	இதனால் துறவியின் தூக்கம் கலைந்தது.
"सः प्रबुध्य स्वप्नघटनाम् अचिन्तयत्- ""हूँ, भिक्षुकः मम कार्यं कथं साधयिष्यति? किन्तु एतद् अपि परीक्षे तावत्। इह मे का हानिः?"""	"அவர் கண்விழித்து, கனவின் நிகழ்வுகளைப் பற்றி யோசித்தார்: ""ஹ்ம்ம், ஒரு *பிக்ஷு* (பௌத்த மதவாதி) எனது பணியை எப்படி நிறைவேற்றுவார்? ஆனால் இதை நான் சோதித்துப் பார்க்கிறேன். இங்கு எனக்கு என்ன தீங்கு இருக்கிறது?"""
इदं विचिन्त्य भिक्षुकान्वेषणाय प्रचलितः।	இதைப் பற்றி யோசித்த அவர், துறவிகளை (பிக்ஷு) தேடத் தொடங்கினார்.
"एकत्र तानपूरिकया गायन्तं प्रसन्नमुखं भिक्षुकं दृष्ट्वा स्थितः तं सः कथितवान्- ""बन्धो! मम इच्छां पूरय। अहं भगवत्प्रेरणया एव भवन्तम् अन्विष्यन् उपागतः।"""	"ஒரு இடத்தில் *தன்பூரிகை*யுடன் ஒரு மகிழ்ச்சியான மந்திரவாதி பாடுவதைக் கண்டு, அவர் நிறுத்தி அவரிடம் கூறினார்: ""நண்பா! என் விருப்பத்தை நிறைவேற்று. ஆசீர்வதிக்கப்பட்டவரின் (*பகவத்*) தூண்டுதலால் நான் உன்னைத் தேடி வந்தேன்."""
"भिक्षुकः अकथयत्- ""तपस्विमहाराज! मयि का योग्यता? मया न किञ्चित् अपि सत्कर्म कृतम्, न वा तपस्या एव काचित् कृता।"""	"துறவி கூறினார்: ""ஓ பெரிய துறவி ராஜா! எனக்கு என்ன தகுதி இருக்கிறது? நான் எந்த நற்செயல்களும் செய்யவில்லை, நான் எந்த துறவறமும் செய்யவில்லை."""
"तपस्वी उक्तवान्- ""तर्हि इदम् एव कथयतु भवान्। कथम् इयं दरिद्रता भवते आगता?"""	"துறவி சொன்னார்: ""அப்படியானால் இதை சொல்லுங்கள். உங்களுக்கு இந்த வறுமை எப்படி வந்தது?"""
"भिक्षुकः उदतरत्- ""आम्, इदं कथयामि। अहम् एकदा एकां भद्रमहिलां मार्गे विलपन्तीं अपश्यम्। तदा अहं सम्पन्नः आसम्। मया पृष्टा सा स्वविलापस्य कारणं कथितवती यत् तस्याः पतिं पुत्रं च समये एकस्मात् श्रेष्ठिनः गृहीतस्य ऋणस्य न प्रतिशोधनात् सः श्रेष्ठी पतिपुत्रौ उभौ अपि बन्धकीकृत्य ताभ्यां सह भृत्यवत् आचरति माम् अपि च तथैव कर्तुम् इच्छति। पुनरहं तस्याः करुणदशायां द्रवितः भूत्वा सर्वम् अपि ऋणं स्वरक्षेतः शोधयित्वा तस्याः पतिपुत्रौ तस्मात् श्रेष्ठिनः मोचितवान्। इदम् एव मे दरिद्रतायाः कारणम्। मां परिवारे रोदितुं कश्चित् अपि नैव।ततः अहं भिक्षुकः भूत्वा इतस्ततः भगवद्गुणान् गायन् परिभ्रमामि। भक्तजनैः यत्किञ्चित् दत्तेन आत्मानं धारयामि च।"""	"பிச்சைக்காரன் சொன்னான்: ""ஆம், இதைச் சொல்கிறேன், ஒருமுறை, ஒரு மரியாதைக்குரிய பெண் சாலையில் அழுது கொண்டிருப்பதைப் பார்த்தேன், அப்போது நான் செல்வந்தனாக இருந்தேன், நான் அவளிடம் கேட்டபோது,   அவள் புலம்புவதற்கான காரணத்தை என்னிடம் சொன்னாள், அவளுடைய கணவனும் மகனும் ஒரு வணிகரிடம் வாங்கிய கடனை சரியான நேரத்தில் திருப்பிச் செலுத்தாததால், அந்த வணிகர் தனது கணவன் மற்றும் மகன் இருவரையும் அதே வழியில் பணயக்கைதிகளாக நடத்தினார். அவளது பரிதாபமான நிலையில், என் சொந்தக் கருவூலத்தில் இருந்த கடனை நான் அடைத்துவிட்டேன், அவளுடைய கணவனையும் மகனையும் அந்த வணிகரிடம் இருந்து விடுவித்தேன்."
"इदं श्रुत्वा आनन्दाश्रुभिः परिप्लुतः तपस्वी तम् आत्मनः गुरुम् अमन्यत, तस्य चरणयोः वन्दित्वा च अवोचत्- ""धन्यः भवान् यः परोपकाराय एवं दारिद्र्यं वहति। आत्मनः उत्कर्षाय तपस्यता मया जीवने परोपकाराय किमपि न अनुष्ठितम्। अधुना भवान् एव मम आदर्शः मार्गदर्शकः गुरुः"""	"இதைக் கேட்டதும், ஆனந்தக் கண்ணீரில் குளித்த துறவி, அவரைத் தன் ஆசிரியராகக் கருதி, அவர் காலில் விழுந்து வணங்கி, ""மற்றவர்களுக்கு உதவுவதற்காக இத்தகைய வறுமையைத் தாங்கும் நீங்கள் பாக்கியவான்கள், என் சொந்த முன்னேற்றத்திற்காக நான் துறவறம் செய்தும், என் வாழ்க்கையில் பிறர் நலனுக்காக எதுவும் செய்யவில்லை, இப்போது நீங்கள் மட்டுமே எனக்கு ஆதர்சமாக, வழிகாட்டி, என் ஆசிரியர்."""
इति उक्त्वा स्वाश्रमं प्रतिनिवृत्तः इति।	இதைச் சொல்லிவிட்டு, அவர் தனது துறவறத்திற்குத் திரும்பினார்.
तपस्वी भगवन्तं किं प्रार्थयते स्म?	துறவி பகவானின் வேண்டுகோள் என்ன?
भगवतः दूतः तपस्विनं स्वप्ने किम् अकथयत्?	கனவில் (ஸ்வப்னே) துறவியிடம் (தபஸ்வினம்) ஆசீர்வதிக்கப்பட்டவரின் தூதர் (பகவதம்) என்ன கூறினார்?
तपस्वी भिक्षुकं किं कथितवान्?	சந்நியாசி துறவியிடம் என்ன சொன்னார்?
भिक्षुकः तपस्विनं किम् उदतरत्?	துறவியிடம் துறவி என்ன கேட்டார்?
अनया कथया का शिक्षा मिलति ?	இந்தக் கதையிலிருந்து என்ன பாடம் கற்றுக்கொள்கிறது?
मनः सत्कृत्येन शुध्यति	நற்செயல்களால் மனம் தூய்மை அடையும்.
प्रदूषितं मनस्तीर्थ-स्नानेन नैव शुध्यति। सदाचरणमेवैकं, तस्य संशोधकं मतम्॥	*ப்ரதுஷிதாஷி மனஸ்தீர்த்த-ஸ்னாநேன நைவ ஶுத்யதி*. *சதாசாரணமேவைகாம், தஸ்ய ஸம்ஷோதகம் மதம்* ॥  புனித நீரில் நீராடுவதால் மாசுபட்ட மனம் தூய்மை அடையாது. சரியான நடத்தை மட்டுமே அதன் தூய்மையாக கருதப்படுகிறது.
एकस्मात् ग्रामात् तीर्थयात्रिणाम् एकं दलं प्रचलितम्।	ஒரு கிராமத்திலிருந்து யாத்ரீகர்கள் குழு ஒன்று புறப்பட்டது.
पदमार्गेण गच्छत् तत् एकं वनं प्राप्तम्।	பாதையைத் தொடர்ந்து, அவர் ஒரு குறிப்பிட்ட காட்டை அடைந்தார்.
तत्र एकस्य महात्मनः आश्रमः आसीत्।	அங்கு, ஒரு குறிப்பிட்ட உன்னத ஆன்மாவின் துறவு இருந்தது.
तद् दलं विश्रामार्थं तत्र अवस्थितम्।	அந்த துருப்பு ஓய்விற்காக அங்கேயே இருந்தது.
महात्मना पृष्टं तद् दलं तीर्थयात्राप्रयोजनं स्वस्य अकथयत् अयाचत् च ततः तीर्थयात्रायाः निर्विघ्नं सम्पन्नतायै शुभाशीर्वादम्।	உன்னத ஆன்மாவிடம் கேட்கப்பட்டது, மேலும் அவர் தனது யாத்திரையின் நோக்கத்தை அவர்களிடம் கூறினார் மற்றும் யாத்திரை தடையின்றி முடிக்க அவர்களின் நல்வாழ்த்துக்களைக் கோரினார்.
"आशीर्वादं ददत् महात्मा कुटीरात् एकां तुम्बिकां निःसार्य दलाय ददत् अवदत् ""यत्र यत्र तीर्थेषु यूयं स्नानं कुर्यात, तत्र तत्र मम एतां तुम्बिकाम् अपि अवश्यं स्नानं कारयत। पश्चात् परावर्तनसमये इमां मह्यं दद्यात।"""	"பெரிய ஆன்மா, ஒரு வரம் அளித்து, குடிசையிலிருந்து ஒரு பூசணிக்காயை எடுத்து, குழுவிடம் கொடுத்து, ""நீங்கள் எங்கு *தீர்த்தங்களில்* (புனித ஸ்நான ஸ்தலங்களில்) நீராடுகிறீர்களோ, அங்கே என்னுடைய இந்த பூசணிக்காயையும் நீராட வேண்டும். பிறகு, திரும்பும் பயணத்தில், அதை என்னிடம் திருப்பிக் கொடுங்கள்"" என்று கூறினார்."
दलं तथा एव अकरोत्।	அவர் இதழை அப்படியே செய்தார்.
तुम्बिकाम् अपि आत्मना सह स्नापयित्वा महात्मने दत्तवत्।	பூசணிக்காயை தன்னுடன் சேர்த்துக் குளிப்பாட்டியபின், அதை அந்த மகான் (மகாத்மனே) க்குக் கொடுத்தார்.
तदा महात्मा तुम्बिकां त्रोटयित्वा तस्याः एकम् एकं खण्डं प्रत्येकस्मै यात्रिणे भक्षितुं दत्तवान्।	பிறகு அந்த பெரியவர் பாயாசத்தை உடைத்து, ஒரு துண்டு, ஒரு துண்டு, ஒவ்வொரு பயணிக்கும் சாப்பிட கொடுத்தார்.
स्वादेन तत् कटुम् अनुभूय तत्क्षणम् एव सर्वेपि थूत्कृतवन्तः।	அந்தக் கசப்பைச் சுவையுடன் அனுபவித்த அனைவரும் உடனே அதைத் துப்பினார்கள்.
