मृगाः व्याधं दृष्ट्वा किम् अकुर्वन्?	வேட்டைக்காரனைப் பார்த்த மான் என்ன செய்தது?
मृगाः पुनः व्याधस्य वशे कथम् अूभवत्?	மான் மீண்டும் வேட்டைக்காரனின் கட்டுப்பாட்டில் வந்தது எப்படி?
राजा मृगान् किम् अमोचयत्?	மன்னன் ஏன் மானை விடுவித்தான்?
वञ्चनं कीदृशं भवति?	ஏமாற்றுதல் எப்படி இருக்கும்?
अन्तकाले हृदयपरिवर्तनम्	மரணத்தின் போது இதயத்தின் மாற்றம்.
अन्तकाले समायाते, हृदयं परिवर्तते। अमित्रो जायते मित्रं, त्यजति स्वां च शत्रुताम्॥	இறுதி நேரம் நெருங்கும்போது,   இதயம் மாறுகிறது. ஒரு எதிரி நண்பனாகி, தன் சொந்த பகையை விட்டுவிடுகிறான்.
क्षतविक्षतान् स्वकीयान् परकीयान् च सैनिकान् परित्यज्य सेनापतिः स्वसैन्येन सह अग्रे प्रचलितः।	காயமடைந்த மற்றும் சிதைக்கப்பட்ட தனது சொந்த மற்றும் எதிரியின் வீரர்களை கைவிட்டு, தளபதி தனது சொந்த இராணுவத்துடன் முன்னேறினார்.
कः म्रियते? कः च जीवति? इदं द्रष्टुं कस्यचित् अपि समीपे समयः न आसीत्।	யார் இறப்பது? மற்றும் யார் வாழ்கிறார்கள்? இதைப் பார்க்க யாருக்கும் நேரமில்லை.
"सुदूरे निर्गते सेनापतौ ऊर्ध्वं निःश्वसन्तं सैनिकं दृष्ट्वा अन्यः आहतः सैनिकः पृष्टवान्- ""किं भोः! जलं पातुम् इच्छसि? मम समीपे इदम् अस्ति जलपात्रम्।"""	"தளபதி வெகுதூரம் சென்றதும், காயமடைந்த மற்றொரு சிப்பாய், ஒரு சிப்பாய் ஆழ்ந்த பெருமூச்சு விடுவதைக் கண்டு, ""நண்பா! நீ தண்ணீர் குடிக்க விரும்புகிறாயா? இந்த தண்ணீர் பாத்திரம் என் அருகில் இருக்கிறது"" என்று கேட்டான்."
आम्, किन्तु पीडया तव समीपे आयातुं न शक्नोमि।	ஆம், ஆனால் வலியின் காரணமாக என்னால் உங்களிடம் வர இயலவில்லை.
