कथावाचकः श्रावकं कं दृष्टान्तं श्रावयित्वा सन्तोषितवान् ?	கதாசிரியர் சிஷ்யனை சந்தோஷப்படுத்த என்ன உதாரணம் சொன்னார்?
भगवान् रक्षणाय कदा समायाति ?	ஆசீர்வதிக்கப்பட்டவர் எப்போது பாதுகாப்புக்காக வருவார்?
किम् आर्तप्रार्थना व्यर्था भवति ?	துன்பத்தில் இருப்பவரின் பிரார்த்தனை வீண் போகுமா?
अनया कथया कीदृशः सन्देशः दीयते ?	இந்தக் கதை என்ன மாதிரியான செய்தியைக் கொடுக்கிறது?
अनिष्टं न चिन्त्यं, न च कार्यम् एव	விரும்பத்தகாததை நினைக்கக்கூடாது, செய்யக்கூடாது.
नानिष्टं कस्यचिच्चिन्त्यं, नापि तत्कार्यमेव च। दग्ध्वा शुष्काणि पत्राणि, दग्धानि हरितान्यपि॥	யாருக்கும் தீமையாக எதையும் நினைக்கக் கூடாது, அதைச் செய்யக் கூடாது. காய்ந்த இலைகளை எரித்தவுடன், பச்சை நிறமும் எரிகிறது.
ग्रामसीमातः बहिः एकः पिप्पलवृक्षः आसीत्।	கிராம எல்லைக்கு வெளியே, ஒரு *பிப்பலா* மரம் (ஒரு Ficus religiosa மரம்) இருந்தது.
पथिकेभ्यः सः विश्रामस्थानम् अभवत्।	பயணிகளின் ஓய்வு இடமாக மாறினார்.
रात्रौ पक्षिणः अपि तस्मिन् आश्रयं प्राप्नुवन्ति स्म।	பறவைகள் கூட இரவில் அதில் தங்குமிடம் கண்டன.
तस्य कानिचित् पत्राणि पीतवर्णानि शुष्कप्रायाणि च अजायन्त।	அதன் சில இலைகள் மஞ்சள் நிறமாகி கிட்டத்தட்ட உலர்ந்தன.
यानि हरितपत्राणि तत्र आसन्, तानि शुष्कपत्राणाम् अवस्थानं स्वसमीपे नैव अवाञ्छन्।	அங்கிருந்த பச்சை இலைகள், காய்ந்த இலைகள் அருகில் இருப்பதை விரும்பவில்லை.
अतः परस्परं सम्मिल्य प्रकम्पमानानि तानि स्ववायुना शुष्कपत्राणि नीचैः अपातयन्।	எனவே, ஒன்றுசேர்ந்து நடுங்கி, அந்த காய்ந்த இலைகளைத் தங்கள் சொந்தக் காற்றினால் கீழே போட்டார்கள்.
तस्मिन् एव समये एकः पथिकः आगत्य तत्र विश्रमितुं प्रवृत्तः, धूमवर्त्तिकां च प्रज्वाल्य ज्वलन्तीम् एव दीपशलाकां पार्श्वे पत्रेषु न्यपातयत्।	அந்த நேரத்தில், ஒரு பயணி வந்து அங்கு ஓய்வெடுக்கத் தொடங்கினார், மேலும் ஒரு சிகரெட்டைப் பற்றவைத்து, எரியும் மரத் துண்டுகளை அருகிலுள்ள இலைகளில் இறக்கினார்.
पत्राणि ज्वलन्ति दृष्ट्वा वृक्षस्थानि पत्राणि अतिप्रसन्नानि अभवन्।	இலைகள் எரிவதைக் கண்டு, மரங்களின் இலைகள் மிகவும் மகிழ்ச்சியடைந்தன.
क्षणे एव च सर्वाणि अपि तानि प्रज्वालयितुं पुनः सम्भूय वायुं तीव्रं कृतवन्ति।	ஒரு நொடியில், அவர்கள் அனைவரும் மீண்டும் ஒன்று கூடி, அவற்றைப் பற்றவைக்கும் வகையில் காற்றை உக்கிரமாக்கினர்.
अनेन वृक्षः अपि प्रदग्धः, सह एव च तत्रत्यानि तानि हरितपत्राणि अपि इति।	இதனால் அங்கிருந்த பச்சை இலைகளுடன் மரமும் எரிந்தது.
पिप्पलवृक्षहरितपत्राणि किम् अकुर्वन्?	*பிப்பல* மரத்தின் பச்சை இலைகள் என்ன செய்தன?
दीपशलाकां पत्रेषु कः न्यपातयत्?	எரியும் ஜோதியை இலைகளில் வீசியது யார்?
अनेन दीपशलाकानिपातेन किम् अभवत्?	இந்த விளக்குக் குச்சி விழுந்ததில் என்ன நடந்தது?
अनिष्टचिन्तनेन किं भवति?	விரும்பத்தகாததைப் பற்றி சிந்திப்பதன் விளைவு என்ன?
इयं कथा किं शिक्षयति?	இந்தக் கதை என்ன கற்பிக்கிறது?
शासकानुवर्ती शासितः	ஆளப்படுபவர் ஆட்சியாளரைப் பின்பற்றுகிறார்.
